Game ID,Black Player,White Player,Result,Winner,Final Board
3919406,申真谞,柯洁,黑棋中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . . . . 1 1 1 . . . . 2 . . . . .
. . 1 1 1 1 2 2 1 2 . . . . . 2 2 2 .
. 1 2 2 2 2 . 2 2 1 1 . 1 . 1 1 1 2 .
. 1 1 1 1 2 2 2 . 2 1 . . . . . . 1 .
. 1 2 2 2 . . 1 2 2 1 . 2 . . . 2 1 .
. 1 2 . . 1 . 1 . 2 2 1 . 2 . . 2 1 .
. 1 2 1 . . . . 2 2 1 1 . . . . 2 1 .
. 2 1 2 . . . 2 . . 2 1 2 . . 2 1 . .
. . . . . 1 1 1 2 2 . . . . . 2 1 . .
. . 2 . 2 . 2 2 . . . . 2 2 2 1 . . .
. . . . . . 2 1 2 . . . . . 1 1 . . .
. . 2 . . 2 . . 1 . . . . . . . 2 . .
. . . . 1 1 2 2 1 . 1 . . . . . . 2 .
. . 1 . 1 1 1 1 2 . . . . . . 1 . . .
. . . 1 2 1 1 2 2 . 1 . . . . 1 2 . .
. 1 1 2 2 2 2 . . 2 1 . . . . 1 2 . .
. 1 2 . . . . . 1 2 1 . . . . 1 2 . .
. . . . . . . . . 1 . . . . 1 2 2 . ."
4099918,柯洁,李钦诚,白棋中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . 2 . 1 . . . . . . . . 1 . . . .
. . . . 1 2 1 . . 2 2 . 2 2 1 1 . . .
. . . 2 . . 1 . 2 1 1 2 . 2 1 2 1 1 .
. . 2 . . . . 2 1 1 2 2 . . 2 . 2 1 .
. 2 . . 1 . . . . 2 . . 2 2 2 2 2 . .
. 1 2 . . . . . . . 1 2 1 1 1 2 . . .
. 2 1 1 . . . . . . . 1 1 2 2 1 2 . 2
. . . . . . . 1 2 2 1 . . . 1 1 1 2 .
. . 1 . . . 2 1 2 1 . . . . . 1 . 2 .
. . . . . . . 2 1 1 . . . . . . 1 2 .
. . . . . . . 2 2 2 1 . . . . . . 1 .
. . . . . . . . . 1 . 1 . . . . . . .
. 1 . . . . 1 . 2 1 . . . . . . . . .
. 2 . . . . 2 . 2 2 . . . . . . . 1 .
. . 2 2 2 . 2 . . . . . . . 1 1 1 . .
. . 1 1 2 1 . . . . . 1 1 1 2 2 2 1 .
. . 2 2 1 . 1 . 2 . . 1 2 2 . 2 . 2 1
. . . . . 1 . . . . . . . . . . 2 2 ."
4142018,柯洁,陈浩,黑棋中盘胜,B,". . . . . . . . . . . . . 2 . . . . .
. . . . . . . . . . 1 . 2 1 2 2 . . .
. . 1 2 . . . . . . 2 1 1 1 1 . . . .
. . 1 2 . . . . 2 . . . 2 1 2 1 . . .
. . . 2 . . . 2 . . 2 . 1 . 2 1 . . .
. 1 . . . . . . 1 . 2 1 . . . 1 . . .
. . 1 . . 1 2 2 1 . 2 . 2 . . . . . .
. . . . . . 1 1 . . . . . . 2 2 . . .
. . 2 . 2 . 1 . . 1 . 2 1 1 . 1 . . .
. . 1 2 . . 1 2 . . 2 2 2 1 . 1 . . .
. 2 1 2 1 . . . . . 2 1 2 2 . . . . .
. 2 2 1 . 1 1 . 2 . 2 1 1 1 1 . 1 1 .
. 2 1 1 1 2 1 . 1 1 2 1 2 1 1 . 2 . .
. . 2 1 2 2 . 1 2 1 2 1 2 2 . 2 . . .
. . 2 . 2 1 . 1 2 2 1 . . . 2 . 2 . .
. . . 2 . . . . . . . 1 . . 1 2 . . .
. . 1 2 2 1 . 2 . 2 . . . . 1 1 2 2 .
. . 1 1 2 1 . . . . . . . . . . 1 1 .
. . . 2 . 2 . . . . . . . . . . . . ."
4142022,柯洁,刘宇航,黑棋中盘胜,B,". . . . . . . . . . . . . . . 1 . . .
. . 1 1 2 . . . . . . . . 1 2 . 1 2 .
. . 1 2 2 1 . . 2 . . 2 2 2 1 1 2 2 .
. . 1 2 . . . 1 . 2 . 1 . 2 2 2 1 2 .
. . . 2 . . . . . . 2 2 1 . . 1 . 1 .
. . 1 . . . 2 2 2 . 1 2 1 . 2 . 1 . .
. . . . 2 . . 1 . 1 2 1 1 2 . . . . .
. . . . . . . . 1 . 2 2 2 1 2 1 . . .
. . . . . . . 2 1 . . 2 . 1 1 . 1 . .
. . . . . . 2 . 1 . 1 2 1 . . 1 . . .
. . . 1 . . . . 1 . 1 1 2 2 2 2 . . .
. . 2 . . . . 2 2 2 2 2 1 1 1 2 . . .
. 1 2 1 1 . . 1 . . . 1 1 . . 2 . . .
. 1 2 1 2 2 . 2 1 . . 1 . 1 . 2 1 . .
. . 1 2 . . . 2 1 . . . 1 2 2 . 1 . .
. 1 1 2 . 2 . 1 2 1 . . 2 1 2 1 . . .
1 . 1 2 . . . 2 2 1 . . . 1 1 2 2 . .
. 1 2 . . . . 2 1 . . . . . . 1 1 . .
1 . 1 . . . . . . . . . . . . . . . ."
4142025,芈昱廷,柯洁,黑棋3/4子胜,B,". . . . . . . . . . . . . . 2 . . 2 .
. . . . . . . . . . . . 1 2 . 2 . 2 1
. . 2 . 2 2 2 2 . . . . 1 1 2 2 2 1 .
. . 2 . 1 2 1 1 2 . . 1 2 2 1 1 1 1 .
. . . 1 . 1 2 1 1 . . . . 1 . . . . .
. . 2 . . 1 2 . . . . . 1 . . . . . .
. . . . . 1 2 . . . . . . . . . . . .
. . . . . . 1 2 . . . . . . . . . . .
. . . 1 . 2 2 . . . . . . . . . . . .
. . . . . 1 1 . . . 2 . 1 1 . . . . .
. . 1 1 2 . . . 2 2 . 2 2 2 1 1 1 . .
. . 1 2 2 . . . . 1 2 2 . . 2 2 1 . .
. 2 2 1 2 1 . 1 . 1 . . 2 2 . 2 2 1 .
. 2 1 1 1 1 1 . . 1 1 . 1 1 2 . 2 1 .
. 2 1 1 2 1 1 . 1 . . 1 1 2 . . 2 . .
. . 2 2 2 . . . 1 1 1 2 1 2 2 2 . 2 .
. . . 2 . 2 . 2 2 1 . 2 2 1 1 1 . 2 .
. . . . . . . . . 2 2 2 1 2 1 . 1 1 .
. . . . . . . . . . . . 1 . . . . . ."
4177123,丁浩,柯洁,白棋中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . 2 1 1 . . . .
. . . 2 . 2 2 . . . . . . 2 1 . . . .
. . 2 . 2 1 1 2 2 2 2 . . 2 1 . 1 1 .
. . 2 1 1 1 1 1 1 2 . 2 . 2 . 2 2 1 .
. . 1 1 1 1 2 1 1 1 2 . . . . 2 . 2 .
. . . . . 2 2 1 2 2 1 . . 2 1 1 2 2 .
. . . . 1 1 2 2 1 2 2 . . 1 2 1 1 1 .
. . . 2 2 1 . . 1 . . . . 1 2 2 1 1 .
. . . 2 1 1 . . . . . . 2 1 1 2 2 1 2
. . 2 1 2 . . . . . . . . 1 1 2 . 2 .
. . 2 1 . . . . . . . . . 2 1 1 2 . .
. . 2 1 . . . . . . . 1 . 2 1 . 1 2 .
. . . 2 . . . . . . . . 2 . 2 1 1 . .
. . . . . . . . . . . . . . 2 1 2 2 .
. . 2 2 2 2 . . . . . 1 . 1 2 2 1 . .
. 1 1 1 1 2 1 . . . 2 . . . 2 1 1 1 .
. . . . . 1 . . . . . . . 2 . 2 1 . .
. . . . . . . . . . . . . . 2 . 2 1 ."
4191405,柯洁,朴廷桓,白棋中盘胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . . . 1 . 1 1 . 1 2 2 1 . . .
. . . 1 1 1 . 2 . 1 2 . 1 . 2 . . . .
. . 1 . 2 . . . . 1 2 . . . 2 . 1 . .
. 2 2 2 . . . 2 . 2 2 . . 2 . . . . .
. . . . . . . . . . . . . . . . 2 2 .
. . . . . . . . . . . . . . . . 2 1 2
. . . 2 2 1 . 2 . . . . . . . . 2 1 2
. . . 2 . 2 1 1 1 1 . 2 . . . . 2 1 .
. . 2 1 2 . 1 1 2 1 1 2 . 2 . . 2 1 .
. . 2 1 1 1 1 2 2 1 2 1 2 1 . 2 2 1 .
. . . 2 1 2 2 2 . . . 1 2 . 1 2 1 1 .
. . 1 2 2 . 2 1 1 . . . 1 . . 1 2 2 1
. 1 . . 2 . . 2 1 . . 1 . . . 1 1 2 .
. 1 2 2 . 2 2 2 1 1 2 1 . . . 1 2 . .
. . 1 2 . . . 1 2 1 1 2 . . . 1 2 . .
. . 1 2 . . . . 2 1 2 2 . . 1 . . 1 .
. 1 2 . 2 . . 2 2 2 1 1 . . . . 1 . .
. . 1 . . . . . . 1 . . . . . . . . ."
4194603,柯洁,杨鼎新,白棋中盘胜,W,". . . . . . . . 2 2 1 . . 2 1 . . . .
. . . . . . . . 2 1 1 1 1 2 1 1 1 2 .
. . . 2 . 2 . . 2 1 1 2 1 1 2 2 2 2 2
. . . 2 1 2 2 . . 2 2 2 2 2 1 1 1 2 .
. . 2 . . 1 1 1 . 2 . . . 1 . 1 2 1 .
. . 1 1 1 . . 1 . . . 1 . 1 1 2 2 . .
. . . . 2 1 1 1 . . . . 2 1 2 2 2 . .
. . 1 . 2 2 2 2 . . 2 . . 2 1 1 2 1 .
. 1 . 2 . 2 . 2 . . . . . 2 . . 1 . 1
. . . 2 2 . . 2 . 1 1 . . . 1 . . 1 .
. . . 2 1 2 2 1 1 2 2 . 1 . . . . . .
. . 2 1 1 2 . 1 2 1 1 . . . . . . . .
. 1 . . . 2 . 2 2 . . 2 . . . . . . .
1 . 1 1 1 . . . . . 2 1 . . . . . . .
. 1 2 2 . . . . . . . . . . . 1 . . .
. 2 1 2 . . . . . . 1 . . . . . 1 . .
. 2 1 2 . . . . 1 . . . . . . 1 2 . .
. 2 1 . . . . . . . . . . . . 2 1 . .
. . . . . . . . . . . . . . . . . . ."
4287690,柯洁,柁嘉熹,黑棋中盘胜,B,"1 . . . . . . . . . . . . . . . . . .
. 1 . . 1 1 . . 1 1 . . 2 2 1 1 2 . .
1 2 1 1 2 . 1 . . 2 1 1 2 1 2 1 . . .
. 2 2 2 2 . . . 2 . 2 . 2 1 2 . 1 . .
2 1 . . . . 1 1 1 2 2 . 2 1 . 1 . . .
. 2 2 1 . . 1 2 2 2 1 1 2 1 . . . . .
2 1 1 2 . 1 . 2 1 . 2 1 1 2 . . . . .
. 1 . . . . 2 2 1 . 2 . . 1 1 . 1 . .
. . 2 1 . . . . . . . . 1 . 2 1 . . .
. . 2 1 . . . . . . . . . 2 . 2 2 . .
. . . 2 . . . . . . . . 1 . 2 1 . . .
. . . 2 . . . . . . . . 1 2 2 2 2 . .
. . . . . . . . . . . 1 2 1 . 2 1 1 .
. . . . . . 1 . . . . . 2 . 2 1 1 . .
. . . 2 1 . 2 1 1 1 . . 2 2 . 1 2 . .
. . 2 . . 1 2 1 2 1 . 1 1 . 2 2 1 . .
. 2 . 2 1 2 . 2 . 2 . 1 . . 1 1 . . .
. . 2 1 2 2 . 2 2 . 2 1 2 . . . . . .
. . . . . . 2 . . . . . . . . . . . ."
4290808,童梦成,柯洁,白棋中盘胜,W,"1 . 1 1 2 2 2 2 . . . . . . . . . . .
. 1 2 . 2 1 1 1 2 . . 1 1 2 . . . . .
1 2 . 2 2 1 . 2 2 1 . . 2 1 . . . . .
. 1 2 2 2 1 1 1 2 . . . . 1 . 1 2 . .
1 1 1 . 1 2 . 1 2 1 1 2 . . . 2 1 1 .
. 2 1 2 1 2 1 . 1 . 1 . . . . . . . .
. 2 1 1 1 . 1 1 2 1 1 . . . . . 2 . .
. 2 2 2 1 1 . 2 . 2 . . . . . . . . .
. 1 1 1 2 2 2 . 2 . . 2 . . . . . . .
. 1 2 2 . . . . . . . . . . 1 . 1 . .
2 2 . . 2 . . . . . . . . 2 2 1 . . .
. 1 . 2 1 1 . . . . . . . 2 1 2 2 . .
. . 2 . 2 . 1 1 . . . . . 2 1 . . . .
. . . 2 1 1 2 2 2 . . . 2 1 . 1 . . .
. 1 1 1 2 2 . . . . . . 2 1 . . 2 . .
. 2 . 2 1 . 2 . . . . . . 1 . . 1 . .
. . . 2 . . . . . . . 2 1 . . 1 . . .
. . . . . . . . . . . 2 . . . . . . .
. . . . . . . . . . . . . . . . . . ."
4296781,柯洁,江维杰,白棋中盘胜,W,". . . . . . . . . . . . . 1 . . . . .
. . . . 1 2 2 . 1 . 1 . 1 . 1 2 . 2 .
. . 2 . . 1 2 2 . 2 2 1 1 1 2 2 2 1 .
. 1 . 2 . 1 1 2 . 2 . 2 1 2 1 1 1 2 .
. . 1 2 . . 2 1 . 1 1 1 2 2 . 2 2 . .
. . 1 2 . 2 2 1 . . . . 1 2 . 2 . . .
. . . 2 . . 1 1 2 2 2 1 . 1 . . . . .
. . 1 1 . . . 2 1 1 2 2 1 1 1 1 1 1 .
. 1 . . . . . . 2 . . 1 2 2 2 2 2 2 1
. . . 2 . . . 1 1 2 2 2 2 . 1 . 2 1 .
. 2 . . . . . . . 1 . . . . . 2 . . .
. . 2 . 1 . . . . . 1 . 1 . 1 1 2 2 .
. . . . . . . . . . . . . . . . 1 1 .
. . . . . . . . . . . . . . . . . . .
. . . . . 1 1 2 2 2 1 . . . . 1 1 . .
. 2 2 2 2 2 . . . 1 1 . . . . 1 2 2 .
. 2 1 1 1 2 2 2 2 . . . . . . 1 2 . .
. 1 . . . 1 1 2 1 1 . . . . 1 2 2 . 2
. . . . . . . 1 . . . . . . . 1 . . ."
4303990,郭信驿,柯洁,白棋5又1/4子胜,W,". . . . . . . . . . . . . . . . . . .
. . . . . . . . . 2 2 1 . 2 . . . 2 .
. . . . . . . . . 2 1 1 2 . . 2 2 . 2
. . . 2 . . . . . 2 1 . . . 1 1 1 2 .
. . . . . . . 2 1 2 1 . . 2 1 . 2 1 1
. . . . . . . . 2 1 1 2 2 2 2 1 . . .
. . . . . . . 2 . 1 2 2 . 2 2 1 1 1 1
. . . . . . 2 1 1 . 1 2 2 1 1 2 2 2 .
. . . . . . 2 2 2 1 1 2 . 1 1 2 . . 2
. . . . . . . . 2 2 1 1 1 1 2 1 2 . .
. . . . . . 1 1 1 1 2 1 1 2 2 1 2 . 2
. . 1 . . . 2 1 1 2 2 . 1 2 . 1 1 2 .
. . . . . . . . 2 . 2 2 2 2 . 1 1 1 .
. . . . . . . 1 1 2 . . 1 1 . 1 2 2 .
. . 1 . . . . 1 . 1 1 . . . . . . 1 .
. . . . 2 . . . 1 2 2 2 . 2 . 1 1 2 .
. 1 . 2 . . . . 1 2 1 . 2 1 . 1 2 . 2
. . . . . . . . 1 2 . . . 2 . 1 . 2 .
. . . . . . . . . . . . . . . . . . ."
4377271,柯洁,时越,黑棋中盘胜,B,". . . . . . 1 . . . . . 1 . . . . . .
. . . . 2 1 2 2 2 2 2 2 1 2 . 2 . . .
. . . 2 1 1 1 2 . 2 1 1 1 . . . 2 . .
. . . . 2 . 1 2 2 1 2 . . 1 . 1 1 . .
. 2 2 2 . . . . 2 1 1 1 . . . . . . .
. 1 2 1 2 2 1 1 1 2 2 . . . . . . . .
. . 1 1 1 2 1 2 . . 1 . . . . . . . .
. 1 . 2 1 1 2 . 1 . 2 2 . . . . . . .
. . 1 2 . 1 2 . 2 2 . . . . . . . . .
. 1 2 2 . 2 1 2 . . . . . . . . . . .
1 2 . 2 2 . 1 1 1 . . . . . 1 1 1 . .
2 . 2 . 2 2 2 1 . . . . . . . 2 2 . .
2 2 2 2 1 . 1 . . . . . . . . . . . .
. 1 2 1 1 . 1 . 1 . . . . . . . . . .
1 . 1 2 . 2 2 2 . 2 2 . . . . . 2 . .
. 1 1 2 . 1 1 1 . 2 1 2 . 2 2 . . . .
. . 1 2 . 2 . 2 1 1 1 1 1 . 1 1 . . .
. 1 . 1 2 . . . . . . . . . . . . . .
. . 1 . . . . . . . . . . . . . . . ."
4384999,时越,柯洁,白棋中盘胜,W,". . . . . . . . . . . 2 . 2 . . . . .
. . . . . . . . . . . 2 . 2 . . . . .
. . . 2 . 2 . . . . . . 2 1 2 2 2 . .
. . 2 . . . . . . . . . 1 1 1 1 1 . .
. . 1 1 . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . .
. . . . . 1 . . . . . . . . . . . . .
. . . 1 . . . 1 . . . . . . . . . . .
. . 1 . 2 1 1 2 . . . . . . . . 1 . .
. 1 2 2 2 2 2 1 1 . . . . . . . . . .
. 1 . . 1 1 2 2 1 . 2 . . . . . . . .
. . 1 1 2 2 2 2 1 2 . . . . . . . . .
. 1 2 2 1 2 1 1 2 2 1 2 . . . . . . .
. 2 2 1 1 1 . . 1 1 2 . . . . 1 . . .
. 2 1 2 . 2 1 1 . 1 2 . . . . . . . .
. 2 1 2 . 2 2 2 2 1 2 1 . 1 . 1 . . .
. 2 1 . . . . . . 1 2 1 . 2 2 1 . . .
. . . . . . . . 1 2 . 2 2 . . . . . ."
4742038,柯洁,陶欣然,黑棋中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . . . . . 1 1 1 2 1 . 1 1 1 2 . .
. . 1 2 2 . 2 2 . 2 1 1 1 2 . 1 2 . .
. . 1 1 . . . . 1 2 2 1 2 . 2 1 2 2 .
. . . . 2 1 . 1 2 2 2 2 2 . 2 2 1 2 2
. 1 . . 2 . 2 2 1 1 1 1 . . . . 1 2 .
. . 2 . . . 2 1 . 1 2 1 1 1 1 . 1 1 2
. . . . . 2 1 . . 1 2 2 2 1 2 1 1 2 .
. . . . . . . . 1 2 2 2 . 2 2 2 2 . 2
. . 2 . . . . . . 1 1 . 2 . . . . 2 .
. 1 1 . . . 1 . . . . . . . . 2 1 . .
. . 2 1 1 . 1 2 . . . . . . . 2 1 . .
. . . 2 2 1 2 . . . . . . . . . 1 . .
. . 2 . 1 1 2 . . . . . . . . . . . .
. . . 2 2 2 2 1 . . . . . . . 1 . . .
. 1 1 2 . . 2 . . . . . . . . . . . .
. . 2 1 2 . 2 . . . . 1 . . . 1 . . .
. . 1 1 2 2 2 1 . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . ."
4742055,谢尔豪,柯洁,白棋1/4子胜,W,". . . . . . . . . . . . . 1 . . . . .
. 1 . . . . 1 2 . . . 2 1 . 1 . . 2 .
1 . 1 1 . 1 . 2 . 2 2 . 2 1 . . . 1 1
. 1 2 2 2 1 . . . 1 2 . . 1 . 1 1 2 .
. 2 . . . . 1 2 . 1 . . . . . 1 2 2 .
. . . . . . 1 2 . . . 2 . . 1 2 1 2 .
. . . . . . 1 2 . 1 . 2 1 . . 2 . . .
. 2 . 2 . . . 2 1 2 . 2 1 . 2 . 2 . .
. 1 2 . . 2 . . . 1 . 2 1 . . . . . .
. 2 1 . 1 . . . . . 2 1 . . . . 2 1 .
. 2 . . . . . . . . . . . . . . . 1 .
. . 2 . 1 . . . . . . . 1 . . . 1 . .
. 2 1 . . 2 1 . . . . 1 1 2 1 . 1 2 .
. 1 1 . 1 1 . 1 . . 1 . 2 1 1 2 1 2 .
1 . . 2 . . . . . . 2 . 2 1 2 2 1 1 .
2 1 1 2 . 2 . 1 . 2 . 2 1 2 2 1 2 1 .
2 2 2 2 1 1 . . . 1 2 2 1 . . 1 2 1 .
. . . . 2 1 . 1 . 1 2 . 2 . . 2 2 2 .
. . . 2 . . . . . . . . . . . . 2 . ."
4745650,柯洁,李维清,黑棋中盘胜,B,". . . . . . . . . . . . . . . . . . .
. . . . 1 . . . . . 1 . 1 1 . 1 1 2 .
. . 1 . 2 1 . . . . . 2 . 2 1 1 . 1 .
. . 1 2 . 1 . . . 1 1 . 2 . 2 1 1 2 .
. 2 1 2 . . . . . 1 2 2 . . 2 2 2 . .
. 2 . 2 . . . . . 2 1 2 . . 2 1 . . .
2 . 2 . . 2 . . . . 1 2 . 2 . 2 1 . .
. 2 1 . 1 . 2 . . . . 1 1 1 2 . 2 1 .
. 1 2 . . 2 1 . . . . . . . 2 2 . 1 .
. 1 2 . . 2 . . . . . . . . 2 1 1 . .
. . . . . . . . . . . . . . . 2 1 . .
. . 1 1 1 . 2 . 1 . . . . . . 2 2 1 .
. . . 2 . . . . . . 2 2 2 . . 2 1 . .
. 2 1 . . 2 2 . . 1 1 1 1 2 2 . . 1 .
. . . 2 2 1 . 1 . . . . 1 1 1 2 2 . .
. . 2 . 2 1 . . . . . . 1 2 2 1 2 . .
. . 2 2 1 1 . . 2 2 . . . . . 1 1 2 .
. . . 1 2 1 2 1 . 1 1 . . . . . . 1 .
. . . 1 2 2 . . . . . . . . . . . . ."
4802698,芈昱廷,柯洁,黑棋中盘胜,B,". . . . . . . . . . . . . 1 . . . . .
. 2 1 1 . . . . . . . . 1 . 1 2 . 2 .
. . 2 1 . 1 . . . . . . . 1 2 2 2 . 2
. . 2 2 . . . 1 . . . 1 1 2 1 1 1 2 .
. . . . . . . . . . . . 2 2 2 . 2 1 .
. . 2 2 . . 1 . . 2 1 . . . . 2 1 2 .
. . 2 . 2 . . . . 2 1 2 . 1 1 1 1 . .
. . . 2 1 . . . . . . . . 1 2 . . 1 .
. . . 1 . 1 1 1 . . . 2 . 1 2 1 1 . 1
. . 1 1 . . 2 2 2 . . 2 . 2 . 2 2 1 .
. . 2 1 2 . . . . . 2 1 2 2 . . . 2 .
. 2 . 2 2 1 1 . . . . 1 1 1 . 1 2 . .
. 2 2 . 1 2 . . . . . . . . . . 2 . .
2 1 2 2 2 . . 1 1 . . . . 1 . 2 . . .
. 1 1 1 2 . . . . 2 . . . . 1 1 . . .
. 1 . . 2 . . 1 1 2 . . 1 1 2 1 1 1 .
. . 1 2 . . 2 2 2 1 1 1 . 2 2 2 2 1 .
. 1 . 1 2 . . . . 1 . 2 2 . . . . 2 .
. . 1 . . . . . . . . . . . . . . . ."
4831569,柯洁,金志锡,白棋0.5目胜,W,". . . . . . . . . . . . . . 2 . . . .
. . . . . 2 1 1 . . . . . 2 1 1 . . .
. . . 2 . . 2 2 1 1 . 1 . 2 1 . 1 . .
. 2 2 . . 2 . . . . . . . 2 2 1 . . .
. 1 1 . . . . . . 1 . 1 1 . . 2 1 . .
. . . . . . . . . . 1 2 2 2 . 2 1 . .
. 2 2 . . . . 2 2 1 1 2 . 1 . 2 . . .
. . 1 2 . . . . 1 2 2 . . . . . 1 . .
. 1 . 1 . . . . . . . . 2 . 2 . 1 . .
. . 1 . 2 . . . . . . 1 2 1 . . 2 1 .
. 1 . 1 2 1 . . . . . . 1 2 . . 2 1 .
. 1 1 1 . 2 2 . . 1 . . 1 2 . . 2 1 .
. 2 2 1 1 2 1 . 2 2 2 . 1 2 . 2 1 . .
. 2 1 2 2 2 1 . . 2 1 1 . 1 2 . . . .
2 . 1 2 . 1 2 2 2 1 2 . . 1 1 2 2 2 .
. 1 1 2 2 1 2 1 1 1 . . 1 . 2 1 . 1 .
. 1 2 2 . 1 1 . . . . . . . . 1 . . .
. 2 1 2 2 1 . 1 . . . . . . . . . . .
. . . 2 . 2 2 1 . . . . . . . . . . ."
4905941,朴廷桓,柯洁,白棋中盘胜,W,". . . . . . . . . . 1 2 1 . . . . . .
2 2 . . . 2 2 1 1 1 . 2 2 1 1 1 . . .
. 1 2 2 2 . 1 1 2 2 1 2 2 1 2 2 . . .
1 . 1 2 1 1 . . . . . 2 1 2 1 1 1 . .
. 1 1 2 . . . . 2 . 2 . 1 2 . . . . .
1 . 1 1 1 1 2 2 . 2 1 1 1 2 1 . . . .
. 1 2 1 . 2 2 1 . 1 2 . 2 1 1 . . . .
1 2 . 2 2 2 1 1 . 1 2 . . 2 . . . . .
. . 2 2 1 2 1 . 1 2 . . . . . . . . .
. . 2 1 . 1 1 . . 1 . . . . . . . . .
. . 2 1 . . . . . . 2 . . . . . . . .
. . 2 1 . . . . 2 . . . . . . . 2 . .
. . . 1 2 . . 2 . 1 . . . . . 1 . . .
. 2 1 1 . . . 2 1 . 2 . . 2 1 1 2 . .
. . 2 . . . 2 1 . 1 1 2 . . . . 2 . .
. . . 2 2 . 2 1 . 2 1 2 . . 1 . . . .
. . . . . 2 1 1 . 1 2 2 . . . 1 . . .
. . . . 2 1 . . . 2 . . . . . . . . .
. . . . . . . . . . . . . . . . . . ."
4917492,柯洁,申真谞,白棋3.5目胜,W,". . . . . . . . . . . . . . . . . . .
. . 1 1 2 . 2 2 1 2 . . 2 . 2 . . . .
. . 1 2 2 1 . . 2 1 2 2 1 2 2 1 1 . .
. . 1 2 . . . 1 2 1 2 1 1 1 1 2 1 . .
. . 1 2 . . . . . . 1 . 2 1 . 2 . . .
. . 1 2 . . . . . . . 1 2 1 2 . . 1 .
. . . 1 . . . . . . . 1 1 2 . . . 1 .
. . . . . . . . . . . 1 . 1 1 1 1 2 .
. . . 1 . . . . . . 2 . 1 2 2 2 2 2 .
. . . . . . . 2 . 1 2 . 2 1 . 1 . . .
. . . . . 2 . . . 1 2 . 2 1 . 1 2 2 .
. . 1 1 . . . . 1 2 2 . 1 2 2 1 1 1 .
. 1 2 1 2 . . . . 1 . 2 1 . . 2 2 2 .
2 2 . 2 2 . . . . . . . 2 . 1 . . . .
. 1 2 2 . . . . . . . . . . . 2 2 . .
. 2 1 2 . . . . . . . 2 . 2 2 1 2 1 .
. 1 1 2 . . . . . . 2 . . . 1 1 1 2 .
. 1 . 1 . 1 . . . . . . 1 . . . . 1 .
. . . . . . . . . . . . . . . . . . ."
4943970,柯洁,江维杰,黑棋中盘胜,B,". . . . . . . . . . . . . . . . . . .
. 2 1 . . . . . 1 2 . . . . 1 2 2 . .
. . 2 1 1 . 1 . 2 1 1 1 2 2 2 1 2 . .
. . 2 2 2 . . . 2 1 . 1 1 2 . 1 2 . .
. . . . . . . 1 1 2 1 1 2 1 . 1 2 . .
. . . . . . 1 . . 2 2 2 2 1 . . 1 2 .
. . . . . 2 1 2 1 . . . . . . . 1 2 .
. . . . . . . . . 1 1 . . . . . 1 2 .
. . . . . 2 2 2 2 2 . . . . 1 . 1 1 1
. . . 1 2 1 1 2 1 . 2 1 . . 1 2 2 2 1
. . 1 2 . 2 1 1 . 1 1 . 1 1 2 . 1 1 2
. . . . 2 . 1 2 2 2 1 1 2 2 2 2 2 . 2
. . 2 2 . . 1 . 1 2 1 2 2 . 1 . . 2 .
. . . . . . 1 . 1 1 2 2 . 2 1 . 2 1 .
. . . . . . . 2 . 1 1 2 . 2 . 1 . 1 .
. . . 2 . 2 1 . . 1 2 1 1 1 1 . . . .
. . . . . 2 2 . . 2 2 . 1 2 2 1 . . .
. . . . . . . . . . . . . . . 1 . . .
. . . . . . . . . . . . . . . . . . ."
4947880,柯洁,谢尔豪,黑棋2.5目胜,B,". . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . 2 . .
. . . . . . . 1 1 1 . . . . . 1 2 . .
. 1 1 1 1 1 1 2 2 1 . 2 . . . 1 2 . .
. . 2 1 2 2 2 2 1 2 2 . . . . 1 . . .
. . 2 2 2 1 1 1 1 2 . 1 . . . . . 2 .
. . . . 1 1 2 2 2 2 1 . . . . 1 1 . .
. . . 2 1 2 2 . . 2 1 2 . . . 2 . . .
. . . 2 1 . 1 2 1 2 1 1 . . 2 . . . .
. . . . 1 . 1 1 1 2 2 . . 1 1 2 . . .
. . 2 2 2 2 2 . . 1 2 . 2 . . . . . .
. . . . 1 . . 1 . 1 1 2 . . . . . . .
. . 2 . . 1 . 1 . 1 . 1 2 . . . . . .
. . . 2 . . 1 2 1 1 1 1 2 . . . 2 . .
. 1 . . 2 1 2 2 . 2 2 2 . . . . . . .
. 1 2 2 . 2 . 2 2 . 2 . 2 . 1 2 . . .
. 2 1 2 1 1 1 . . 2 1 2 2 1 1 1 2 2 .
. 1 1 2 . . . . 1 1 1 1 1 . . 2 1 2 .
. 2 1 . . . . . . . . . . . . . . . ."
